jasy ra’y;luna nueva, creciente temprana;Substantivo;Normal;;
jasy rendy;resplandor de la luna;Substantivo;Normal;;
jasy renyhẽ;luna llena;Substantivo;Normal;;
jasy resa;rayo de luna;Substantivo;Normal;;
jasyapy;marzo;Substantivo;Normal;;
jasyho;luna menguante;Substantivo;Normal;;
jasyjatere;duende mitológico del mediodía;Substantivo;Normal;;
jasykõi;febrero;Substantivo;Normal;;
jasypa;octubre;Substantivo;Normal;;
jasypaha;luna menguante;Substantivo;Normal;;
jasypakõi;diciembre;Substantivo;Normal;;
jasypateĩ;noviembre;Substantivo;Normal;;
jasypegua;lunar;Adjetivo;Normal;;
jasypoapy;agosto;Substantivo;Normal;;
jasypokõi;julio;Substantivo;Normal;;
jasyporundy;septiembre;Substantivo;Normal;;
jasypoteï;junio;Substantivo;Normal;;
jasypoteĩ;junio;Substantivo;Normal;;
jasyrata;estrella;Substantivo;Normal;;
jasyrundy;abril;Substantivo;Normal;;
jasyteï;enero;Substantivo;Normal;;
jasyteĩ;enero;Substantivo;Normal;;
jatapy;intrigar;Verbo;Normal;;
jatevu;garrapata;Substantivo;Normal;;
jati’i;divieso, forúnculo;Substantivo;Normal;;
jati’i pochy;buba, absceso ulcerado;Substantivo;Normal;;
jaty;cubrir con tierra;Verbo;Normal;;
jatyka;jalonar;Verbo;Normal;;
jatykaha;mazo;Substantivo;Normal;;
jatyko;recostarse;Verbo;Normal;;
jatyta;caracol;Substantivo;Normal;;
jave;mientras;Adjetivo;Normal;;
javegua;coetáneo;Adjetivo;Normal;;
javete;a tiempo;Adjetivo;Normal;;
javeve;mientras;Adjetivo;Normal;;
javevúi, javevýi;raya;Substantivo;Normal;;
javiru;picotear;Verbo;Normal;;
javoru;pellizco;Substantivo;Normal;;
javorái;enrevesado;Adjetivo;Normal;;
javoʼói;enredado;Adjetivo;Normal;;
javy;perderse;Verbo;Normal;;
javyhára;fracasado;Substantivo;Normal;;
javykuaaʼỹva;infalible;Adjetivo;Normal;;
javyky;manosear;Verbo;Normal;;
jayvy;iclinarse;Verbo;Normal;;
jaʼe;ser amigo;Verbo;Normal;;
jaʼeʼỹ;odiar;Verbo;Normal;;
jaʼo;increpar;Verbo;Normal;;
jaʼopy;división;Substantivo;Normal;;
jaʼopyre;dividido;Adjetivo;Normal;;
jaʼupyrã;comestible;Adjetivo;Normal;;
jaʼúva;comestible;Adjetivo;Normal;;
jeaojyvapepi;arremangarse;Verbo;Normal;;
jecha;encontrarse;Verbo;Normal;;
jechakuaa;reconocimiento;Substantivo;Normal;;
jechauka;aparecer;Verbo;Normal;;
jechukaséva;vanidoso;Adjetivo;Normal;;
jedesouliga;dar a luz;Verbo;Normal;;
jeepy;represalia;Substantivo;Normal;;
jegua;encaje;Substantivo;Normal;;
jeguaka;joya;Substantivo;Normal;;
jeguakapo;realce;Substantivo;Normal;;
jeguakarenda;joyería;Substantivo;Normal;;
jeguakaʼapoha;joyero;Substantivo;Normal;;
jeguareipáva;lujoso;Adjetivo;Normal;;
jeguaru;sentir repugnancia;Verbo;Normal;;
jeguata;marcha;Substantivo;Normal;;
jeguataha;parque;Substantivo;Normal;;
jeguaʼíva;modesto;Adjetivo;Normal;;
jeguaʼỹre;sobrio;Adjetivo;Normal;;
jeguejy;rebaja;Substantivo;Normal;;
jeguejyha;bajada;Substantivo;Normal;;
jeguerosapukái;vociferar;Verbo;Normal;;
jegueroviapy;creencia;Substantivo;Normal;;
jegueru;provisión;Substantivo;Normal;;
jeguevi;regresión;Substantivo;Normal;;
jeguta;enamorarse;Verbo;Normal;;
jehai;raya;Substantivo;Normal;;
jehai po;manuscrito;Substantivo;Normal;;
jehai po pegua;manuscrito;Substantivo;Normal;;
jehai% po;manuscrito;Adjetivo;Normal;;
jehaitypo;anidar;Verbo;Normal;;
jehapereka;investigación;Substantivo;Normal;;
jehapy;quema;Substantivo;Normal;;
jeharu;descomponerse;Verbo;Normal;;
jehasa;pasarse;Verbo;Normal;;
jehasa asyeterei;martirio;Substantivo;Normal;;
jehasaha;paso;Substantivo;Normal;;
jehasapyre;vivencia;Substantivo;Normal;;
jehasarepy;peaje;Substantivo;Normal;;
jehasaʼasy;escasez;Substantivo;Normal;;
jehayhu;querido;Adjetivo;Normal;;
jehayhuve;predilecto;Adjetivo;Normal;;
jehayhuʼỹva;antipático;Adjetivo;Normal;;
jehaʼỹiʼóva;castrado;Adjetivo;Normal;;
jehecha;óptica;Substantivo;Normal;;
jehechakuaa;reconocimiento;Substantivo;Normal;;
jehechauka;mostrarse;Verbo;Normal;;
jehechavai;trance;Substantivo;Normal;;
jehecháva;notorio;Adjetivo;Normal;;
jeheja;renunciar;Verbo;Normal;;
jehejarei;impunidad;Substantivo;Normal;;
jeheka;dedicarse;Verbo;Normal;;
jehekoporanga;perfeccionarse;Verbo;Normal;;
jehekyipota;agonizar;Verbo;Normal;;
jehekýi;huir;Verbo;Normal;;
jehepy;vengarse;Verbo;Normal;;
jehero;llamarse;Verbo;Normal;;
jeheréi;relamerse;Verbo;Normal;;
jehesyha;parrilla;Substantivo;Normal;;
jehetepyso;estirarse;Verbo;Normal;;
jeheterayhu;narcisismo;Substantivo;Normal;;
jeheʼa;fusión;Substantivo;Normal;;
jeho;viaje;Substantivo;Normal;;
jehovasa;persignarse;Verbo;Normal;;
jehovañuã;disfrazarse;Verbo;Normal;;
jehu;servir;Verbo;Normal;;
jehukue;suceso;Substantivo;Normal;;
jehupa;alojamiento;Substantivo;Normal;;
jehupi;montaje;Substantivo;Normal;;
jehupyre;anécdota;Substantivo;Normal;;
jehupyrehai;parte;Substantivo;Normal;;
jehupyty;obtención;Substantivo;Normal;;
jehurei;ocurrencia;Substantivo;Normal;;
jehykuavo;desembocar;Substantivo;Normal;;
jehýi;entumecerse;Verbo;Normal;;
jei;separarse;Verbo;Normal;;
jeike;ingreso;Substantivo;Normal;;
jeikeha;entrada;Adjetivo;Normal;;
jeiko;residir;Verbo;Normal;;
jeikoha;residencia;Substantivo;Normal;;
jeikoporã;bienestar;Substantivo;Normal;;
jeikorei;deambular;Substantivo;Normal;;
jeikovai;disputar;Verbo;Normal;;
jeikove;sobrevivir;Verbo;Normal;;
jeipeju;abanicar;Verbo;Normal;;
jeipeʼa;abolición;Substantivo;Normal;;
jeisyryku;succión;Substantivo;Normal;;
jeity;tumbar;Verbo;Normal;;
jeitykuaa;paracaidismo;Substantivo;Normal;;
jeitypyre;proscripto;Adjetivo;Normal;;
jejagarra;prenderse;Verbo;Normal;;
jejapi;ser herido;Verbo;Normal;;
jejapo;presumir;Verbo;Normal;;
jejapokatúva;realizable;Adjetivo;Normal;;
jejapopáva;terminado;Adjetivo;Normal;;
jejaporã;objetivo;Substantivo;Normal;;
jejapose;proyecto;Substantivo;Normal;;
jejapove;continuación;Substantivo;Normal;;
jejapoʼỹ;sencillo;Adjetivo;Normal;;
jejapyhy;agarrarse;Verbo;Normal;;
jejapóva;orgulloso;Adjetivo;Normal;;
jejaro;rebajarse;Verbo;Normal;;
jejasuru;irrupción;Substantivo;Normal;;
jejavy;perderse;Verbo;Normal;;
jejavy guasu;aberración;Substantivo;Normal;;
jejavyky;masturbarse;Verbo;Normal;;
jejeroviarei;vanagloria;Substantivo;Normal;;
jejoheiha;lavadero;Substantivo;Normal;;
jejoko;contenerse;Verbo;Normal;;
jejokoha;muleta;Substantivo;Normal;;
jejokuapy;servicial;Adjetivo;Normal;;
jejopi;picazón;Substantivo;Normal;;
jejoporu;solidaridad;Substantivo;Normal;;
jejopy;oprimido;Adjetivo;Normal;;
jejopyru;trueque;Substantivo;Normal;;
jejopói;solidaridad;Substantivo;Normal;;
jejopýva;presionado;Adjetivo;Normal;;
jejoso;molienda;Substantivo;Normal;;
jejovasa;persignarse;Verbo;Normal;;
jeju;venida;Substantivo;Normal;;
jejuhu;encontrarse;Verbo;Normal;;
jejuka;suicidarse;Verbo;Normal;;
jejuka heta;masacre;Substantivo;Normal;;
jejuka% heta;masacre;Substantivo;Normal;;
jejukaha;suicida. u. t. c. s;Adjetivo;Normal;;
jejupi;asunción;Substantivo;Normal;;
jejura;unión;Substantivo;Normal;;
jejuruhéi;gárgara;Substantivo;Normal;;
jejurupeka;bostezar;Verbo;Normal;;
jejurupe’a;bostezo;Substantivo;Normal;;
jejuvoka;torcerse el cuello;Verbo;Normal;;
jejuvypyre;ahorcado;Adjetivo;Normal;;
jejuvyso;estirar el cuello;Verbo;Normal;;
jeka;quebrarse;Verbo;Normal;;
jekaguai;murmuración;Substantivo;Normal;;
jekakaha;retrete;Substantivo;Normal;;
jekakuaa;desarrollo;Substantivo;Normal;;
jekakue;quebrado;Adjetivo;Normal;;
jekareíva;frágil;Adjetivo;Normal;;
jekarukuaa;dieta;Substantivo;Normal;;
jekeha;pensión;Substantivo;Normal;;
jeko;servirse de;Verbo;Normal;;
jekoha;respaldo;Substantivo;Normal;;
jekojoja;coexistir;Verbo;Normal;;
jekopi;siega;Substantivo;Normal;;
jekopyty;entender;Verbo;Normal;;
jekopytyjoja;democracia;Substantivo;Normal;;
jekuaa;ser conocido;Verbo;Normal;;
jekuaapyre;publicado;Adjetivo;Normal;;
jekuaaukaha;identificador;Adjetivo;Normal;;
jekuaave;sobresalir;Verbo;Normal;;
jekuaaʼỹva;incógnito;Adjetivo;Normal;;
jekuaru;micción;Substantivo;Normal;;
jekuaruha;retrete;Substantivo;Normal;;
jekuaáva;sabido;Adjetivo;Normal;;
jekupyty;solidaridad;Substantivo;Normal;;
jekutu;pinchazo;Substantivo;Normal;;
jekyty;fregarse;Verbo;Normal;;
jekái;incendio;Substantivo;Normal;;
jeliaha;pañal;Substantivo;Normal;;
jeoko;represión;Substantivo;Normal;;
jepapa;censo;Substantivo;Normal;;
jepara;apuesta;Substantivo;Normal;;
jepe;sin embargo;Adjetivo;Normal;;
jepeju s;airear­se;Substantivo;Normal;;
jepejuha;abanico;Substantivo;Normal;;
jepepi;alzarse la ropa;Verbo;Normal;;
jepepy;ladearse;Verbo;Normal;;
jepeʼa;separado;Adjetivo;Normal;;
jepeʼe;calentarse;Verbo;Normal;;
jepi;algunas veces;Adjetivo;Normal;;
jepicha;turbarse;Verbo;Normal;;
jepichy;friccionarse;Verbo;Normal;;
jepigua;ordinario;Adjetivo;Normal;;
jepiguaʼỹ;peculiar;Adjetivo;Normal;;
jepiro;pelarse;Verbo;Normal;;
jepive;siempre;Adjetivo;Normal;;
jepo;pirueta;Substantivo;Normal;;
jepoapi;equivocarse;Verbo;Normal;;
jepohéi;lavarse las manos;Verbo;Normal;;
jepoi;precipitarse;Verbo;Normal;;
jepoity;saludar con la mano;Verbo;Normal;;
jepoka;recurrir;Verbo;Normal;;
jepoko;toque;Substantivo;Normal;;
jepokogua;táctil;Adjetivo;Normal;;
jepokokuaáva;tangible;Adjetivo;Normal;;
jepokuaa;acostumbrarse;Verbo;Normal;;
jepokuaaha;costumbre;Substantivo;Normal;;
jepokuaha;esposas;Substantivo;Normal;;
jepokuaáva;acostum­brado;Adjetivo;Normal;;
jepokuita;nadar;Verbo;Normal;;
jepokyty;frotarse las manos;Verbo;Normal;;
jepokói;asir;Verbo;Normal;;
jepomeʼẽ;derrochador;Adjetivo;Normal;;
jepopete;aplaudir;Verbo;Normal;;
jepopichy;restregarse las ma­nos;Verbo;Normal;;
jepopoka;retorcerse las manos;Verbo;Normal;;
jepopyhy;pasarse las manos;Verbo;Normal;;
jeporavo;voto;Substantivo;Normal;;
jeporavokuaáva;optativo;Adjetivo;Normal;;
jeporavopyre;electo;Adjetivo;Normal;;
jeporavorape;sistema;Substantivo;Normal;;
jeporeka;ganarse la vida;Verbo;Normal;;
jeporoheka;desafío;Substantivo;Normal;;
jeporu;útil (ser);Substantivo;Normal;;
jeporuháicha;usualmente;Adjetivo;Normal;;
jeporuka;préstamo;Substantivo;Normal;;
jeporukuaa;utilizable;Adjetivo;Normal;;
jeporupyre;tomado en préstamo;Adjetivo;Normal;;
jeporuypy;inauguración;Substantivo;Normal;;
jeporúva;usado;Adjetivo;Normal;;
jepota;codicia;Substantivo;Normal;;
jepotave;preferido;Adjetivo;Normal;;
jepoupi;levantar las manos;Verbo;Normal;;
jepovyvy;revolver;Verbo;Normal;;
jepoyhu;respetar;Verbo;Normal;;
jepoyru;hacer señas con la mano;Verbo;Normal;;
jepuru;abuso;Substantivo;Normal;;
jepuruypy;inauguración;Substantivo;Normal;;
jepy;vengarse;Verbo;Normal;;
jepyhy;agarrarse;Verbo;Normal;;
jepyhéi;lavarse los pies;Verbo;Normal;;
jepyjái;abrir las piernas;Verbo;Normal;;
jepykua;ser atado de pies;Verbo;Normal;;
jepyso;desperezarse;Verbo;Normal;;
jepyta;parada;Substantivo;Normal;;
jepytaha;mesón;Substantivo;Normal;;
jepytaka;empinarse;Verbo;Normal;;
jepytaso;resistir;Verbo;Normal;;
jepyte;succión;Substantivo;Normal;;
jepyteha;bombilla;Substantivo;Normal;;
jepyvu;vórtice;Substantivo;Normal;;
jepyʼajopy;preocupado;Adjetivo;Normal;;
jepyʼamongeta;meditación;Substantivo;Normal;;
jepyʼapy;preocuparse;Verbo;Normal;;
jepéva;sumamente;Adjetivo;Normal;;
jera;desatarse;Verbo;Normal;;
jerahakuaáva;tolerable;Adjetivo;Normal;;
jere;girarse;Verbo;Normal;;
jereha;ambiente;Substantivo;Normal;;
jereko;cuidarse;Verbo;Normal;;
jerekoha;pertenencia;Substantivo;Normal;;
jeremýi;bicicleta;Substantivo;Normal;;
jerepyre;dado vuelta;Adjetivo;Normal;;
jereregua;vecindad;Substantivo;Normal;;
jerereko;tenerse;Verbo;Normal;;
jererekoha;posesión;Substantivo;Normal;;
jererohory;felicita­do;Substantivo;Normal;;
jereroja;ser acarreado;Verbo;Normal;;
jererojy;inclinarse;Verbo;Normal;;
jererory;gloriarse;Verbo;Normal;;
jererova;ser trasladado;Verbo;Normal;;
jererovu;gloriarse;Verbo;Normal;;
jero;no doblegarse;Substantivo;Normal;;
jerochichĩ;mimo;Substantivo;Normal;;
jerohory;felicitación;Substantivo;Normal;;
jeroja;arrimarse;Verbo;Normal;;
jerojy;reverenciar;Verbo;Normal;;
jerokañy;rapto;Substantivo;Normal;;
jerokua;menearse sexualmente;Verbo;Normal;;
jeroky;bailar;Verbo;Normal;;
jerokyha;baile;Substantivo;Normal;;
jerombyasy;compasión;Substantivo;Normal;;
jerova;cambiar;Verbo;Normal;;
jerovia;confiar (en);Verbo;Normal;;
jeroviaha;leal;Adjetivo;Normal;;
jeroviahaʼỹ;desleal;Adjetivo;Normal;;
jeroviapy;leal;Adjetivo;Normal;;
jeroviarei;crédulo;Adjetivo;Normal;;
jeroviauka;recomendar;Verbo;Normal;;
jeroviaukaha;aval;Substantivo;Normal;;
jerovu;jactarse;Verbo;Normal;;
jerovuʼỹ;modesto;Adjetivo;Normal;;
jeroʼa;inclinado;Adjetivo;Normal;;
jerure;pedir;Verbo;Normal;;
jerure% mávare;abogar;Verbo;Normal;;
jerureha;ruego;Substantivo;Normal;;
jerurejey;instar;Verbo;Normal;;
jerurepohýi;exigir;Verbo;Normal;;
jerurepyre;pedido;Adjetivo;Normal;;
jerureʼasy;rogar;Verbo;Normal;;
jeruti;paloma;Substantivo;Normal;;
jerére;alrededor;Adjetivo;Normal;;
jesamboyke;distraerse;Verbo;Normal;;
jesapeʼa;darse cuenta;Verbo;Normal;;
jesapeʼáva;observador;Adjetivo;Normal;;
jesapy;cerrar los ojos;Verbo;Normal;;
jesapymi;guiñar;Verbo;Normal;;
jesapyso;extender la vista;Verbo;Normal;;
jesapysoha;panorama;Substantivo;Normal;;
jesarea;desconcierto;Substantivo;Normal;;
jesareko;fijarse;Verbo;Normal;;
jesaupi;levantar la vista;Verbo;Normal;;
jesayvy;bajar la vista;Verbo;Normal;;
jeso;quiebra;Substantivo;Normal;;
jesoro;desgarro;Substantivo;Normal;;
jetavyʼo;estudiar;Verbo;Normal;;
jetekyty;fregarse el cuerpo;Verbo;Normal;;
jetepoka;desperezarse;Verbo;Normal;;
jetepyso;gimnasia;Substantivo;Normal;;
jetopeta;encontrarse;Verbo;Normal;;
jetuʼu;recalcar;Verbo;Normal;;
jetuʼúva;pertinaz;Adjetivo;Normal;;
jety;patata;Substantivo;Normal;;
jetypeka;rebuscarse;Verbo;Normal;;
jetyty;batatal, plantación de batatas;Substantivo;Normal;;
jetyvyro;precipitarse;Verbo;Normal;;
jeva;migración;Substantivo;Normal;;
jevale;servirse de alguien;Verbo;Normal;;
jevava;balanceo;Substantivo;Normal;;
jevira;repetir la comida;Verbo;Normal;;
jevolea;voltear;Verbo;Normal;;
jevu;hinchazón;Substantivo;Normal;;
jevy;retornar;Verbo;Normal;;
jevyevy;repetidas veces;Adjetivo;Normal;;
jevyka;palpar;Verbo;Normal;;
jevykói;palpar;Verbo;Normal;;
jey;nuevamente;Adjetivo;Normal;;
jeyta;natación;Substantivo;Normal;;
jeyʼuha;bebedero;Adjetivo;Normal;;
jeʼajey;recaer;Verbo;Normal;;
jeʼajokoha;paracaídas;Substantivo;Normal;;
jeʼe;pronunciación;Substantivo;Normal;;
jeʼejey;repetir;Verbo;Normal;;
jeʼo;desteñirse;Verbo;Normal;;
jeʼoi;concorrer;Verbo;Normal;;
jeʼoʼỹva;imborrable;Adjetivo;Normal;;
jeʼyta;natación;Substantivo;Normal;;
jo;mutuo;Substantivo;Normal;;
joa;todos juntos;Adjetivo;Normal;;
joaju;intimar;Verbo;Normal;;
joapy;plegar;Verbo;Normal;;
joapykuéri;uno tras otro;Adjetivo;Normal;;
joasa;encontrarse;Verbo;Normal;;
joaty;federación;Substantivo;Normal;;
joavy;diferenciarse;Verbo;Normal;;
joayhu;amarse recíprocamente;Verbo;Normal;;
joayhujoa;paz;Substantivo;Normal;;
joecha;verse;Verbo;Normal;;
joehe;mutuamente;Adjetivo;Normal;;
jogapo;construir(se la casa);Substantivo;Normal;;
jogua;comprar, asemejar;Verbo;Normal;;
joguaha;semejante, igual, comprador;Adjetivo;Normal;;
joguapyahu;adquisición;Substantivo;Normal;;
joguapyre;compra;Substantivo;Normal;;
joguapyrã;mercadería;Substantivo;Normal;;
jogueraha;ir juntos;Verbo;Normal;;
joguerekokuaa;convivencia;Substantivo;Normal;;
jogueru;ir juntos;Verbo;Normal;;
joha;huraño, urticaria, irritación en la piel;Adjetivo;Normal;;
johayhu;quererse, amor mutuo;Verbo;Normal;;
johechagi;tolerarse;Verbo;Normal;;
johechakuaa;solidaridad;Substantivo;Normal;;
joheiha;lavadero;Substantivo;Normal;;
joheipyre;moral, lavado, honrado, probo;Adjetivo;Normal;;
johu;inventar;Verbo;Normal;;
johuguy;pariente;Substantivo;Normal;;
johupity;alcanzar;Verbo;Normal;;
johupyre;inventado;Adjetivo;Normal;;
johupyty;entenderse;Verbo;Normal;;
johéi;lavar, lavar las manos;Verbo;Normal;;
johýi;limpiar, fregar, rozar;Verbo;Normal;;
joity;echarse, tumbarse;Verbo;Normal;;
joja;juntar;Verbo;Normal;;
jojaha;igual;Adjetivo;Normal;;
jojahaʼỹ;ideal;Adjetivo;Normal;;
jojahápe;rectamente;Adjetivo;Normal;;
jojaiha;payaso;Substantivo;Normal;;
jojajovái;paralelo;Adjetivo;Normal;;
jojapy;social;Adjetivo;Normal;;
jojaʼỹ;desigual;Adjetivo;Normal;;
jojopara;mezclarse;Verbo;Normal;;
jojopy;apretarse;Verbo;Normal;;
joju;intimar;Verbo;Normal;;
jojuhu;encontrarse (mutuamente);Verbo;Normal;;
jojái;burlarse;Verbo;Normal;;
jojói;tener hipo;Verbo;Normal;;
joka;romper;Verbo;Normal;;
jokapyre;roto;Adjetivo;Normal;;
jokatiri;agrietar;Verbo;Normal;;
joko;suspender;Verbo;Normal;;
jokoha;retén;Substantivo;Normal;;
jokohaʼỹva;desenfrenado;Adjetivo;Normal;;
jokopyre;detenido;Adjetivo;Normal;;
jokosapyʼa;interrumpir;Verbo;Normal;;
jokua;uncir;Verbo;Normal;;
jokuaa;conocerse (mutuamente);Verbo;Normal;;
jokuaha;venda;Substantivo;Normal;;
jokuaiha;ordenanza;Substantivo;Normal;;
jokuaipy;mandatario;Substantivo;Normal;;
jokuapy;envuelto;Adjetivo;Normal;;
jokuapyre;atado;Adjetivo;Normal;;
jokupyty;comprensión;Substantivo;Normal;;
jokuái;ocupar;Verbo;Normal;;
jopara;mezclar;Verbo;Normal;;
jope;refractar;Verbo;Normal;;
jope'a;desunir, separar;Verbo;Normal;;
jopi;picar;Verbo;Normal;;
jopoi;divorciarse;Verbo;Normal;;
joporu;trocar;Verbo;Normal;;
joporuka;prestarse uno a otro;Verbo;Normal;;
jopy;restringir;Verbo;Normal;;
jopyha;opresor;Adjetivo;Normal;;
jopyhy;cohabitar sexualmente;Verbo;Normal;;
jopyru;reemplazar;Verbo;Normal;;
jopói;regalar;Verbo;Normal;;
jora;desatar;Verbo;Normal;;
jorapyrãʼỹ;indisoluble;Adjetivo;Normal;;
joso;machucar;Verbo;Normal;;
josoha;molino;Substantivo;Normal;;
josopyre;pisado;Adjetivo;Normal;;
jovahéi;lavarse la cara;Verbo;Normal;;
jovasa;persignarse;Verbo;Normal;;
jovái;enfrente de;Substantivo;Normal;;
joykeʼy;hermano;Substantivo;Normal;;
joyvy;volver la cabeza;Verbo;Normal;;
joyvýpe;a dos voces;Adjetivo;Normal;;
joʼa;duplicado;Adjetivo;Normal;;
joʼapyrã;plegable;Adjetivo;Normal;;
joʼo;excavar;Verbo;Normal;;
joʼoha;pala;Substantivo;Normal;;
ju;venir;Verbo;Normal;;
ju'i;rana;Substantivo;Normal;;
ju'ái;bocio, papera;Substantivo;Normal;;
juaju;adherir;Verbo;Normal;;
juapy;unirse;Verbo;Normal;;
juasa;cruzarse;Verbo;Normal;;
juavy;diferenciarse;Verbo;Normal;;
juecha;encontrarse;Verbo;Normal;;
juehegua;iguales;Adjetivo;Normal;;
jueja;divorciarse;Verbo;Normal;;
juhu;encontrar;Verbo;Normal;;
juhuha;descubridor;Substantivo;Normal;;
juhupyre;hallazgo;Substantivo;Normal;;
jujey;volver;Verbo;Normal;;
juka;sacrificar;Verbo;Normal;;
jukaha;matador;Substantivo;Normal;;
jukahare;homicida;Adjetivo;Normal;;
jukahára;asesino;Substantivo;Normal;;
jukapa;exterminar;Verbo;Normal;;
jukeri;zarza;Substantivo;Normal;;
jukerity;zarzal;Substantivo;Normal;;
jukuʼa;jadear;Verbo;Normal;;
juky;sal;Substantivo;Normal;;
jukyra, jukyrana;salitre;Substantivo;Normal;;
jukyry;salmuera;Substantivo;Normal;;
jukysy;caldo;Substantivo;Normal;;
jukyty;salina;Substantivo;Normal;;
jukyʼỹ;insípido;Adjetivo;Normal;;
jumosã;enhebrar la aguja;Verbo;Normal;;
jupi;subir;Verbo;Normal;;
jupigua, jupiha;escalón;Substantivo;Normal;;
jupiha;escalera;Substantivo;Normal;;
jupyty;alcanzarse mutuamente;Verbo;Normal;;
jura;obligar;Verbo;Normal;;
juraha;lazo;Substantivo;Normal;;
jurapyre;cautivo;Adjetivo;Normal;;
juru;abertura;Substantivo;Normal;;
juru'a;bigote;Substantivo;Normal;;
juru'o;destapar, descorchar;Verbo;Normal;;
juruaysy;baba;Substantivo;Normal;;
jurugua;oral;Adjetivo;Normal;;
juruguasu;bocón;Adjetivo;Normal;;
juruhe;apetito;Substantivo;Normal;;
juruheʼẽ;adulador;Adjetivo;Normal;;
juruheʼỹ;inapetente;Adjetivo;Normal;;
juruja;respiro;Substantivo;Normal;;
jurujohéi;enjuague bucal;Substantivo;Normal;;
jurujoko;frenar;Verbo;Normal;;
jurujokoha;freno;Substantivo;Normal;;
jurujokua;amordazar;Verbo;Normal;;
jurujái;embelesar;Verbo;Normal;;
juruka;refrenar;Verbo;Normal;;
jurukaha;freno;Substantivo;Normal;;
jurukechẽ;mueca;Substantivo;Normal;;
jurumboty;amordazar;Verbo;Normal;;
jurumyʼỹi;delator;Adjetivo;Normal;;
jurupari;mueca;Substantivo;Normal;;
jurupeka;bostezar;Verbo;Normal;;
jurupeteĩ;entendimiento;Substantivo;Normal;;
jurupeʼa;boquiabierto;Adjetivo;Normal;;
jurupipi;chismoso;Adjetivo;Normal;;
jurupy;pedúnculo;Substantivo;Normal;;
jurupyasy;profetizar;Verbo;Normal;;
jurupyte;besar en la boca;Verbo;Normal;;
jururyjúi;baba;Substantivo;Normal;;
juruvai;mal hablado;Adjetivo;Normal;;
juruvaíva;malhablado;Adjetivo;Normal;;
juruvera;charlatán;Adjetivo;Normal;;
juruvy;entreabrir, entreabierto, entornado;Verbo;Normal;;
juruʼakua;aprovechador;Adjetivo;Normal;;
juruʼatã;petulante;Adjetivo;Normal;;
juru’ai;boquera, llaga bucal;Substantivo;Normal;;
juvoka;estrangular;Verbo;Normal;;
juvy;ahorcar, estrangular;Verbo;Normal;;
juvyha;horca;Substantivo;Normal;;
juvypyre;ahorcado;Adjetivo;Normal;;
juʼi;rana;Substantivo;Normal;;
juʼái;bocio;Substantivo;Normal;;
jy;cocinarse;Verbo;Normal;;
jygue;cocinado;Adjetivo;Normal;;
jykýi;trillar, desgranar;Verbo;Normal;;
jyryvi;tráquea;Substantivo;Normal;;
jyva;brazo;Substantivo;Normal;;
jyva'ári;en brazos;Advérbio / Preposição / Conjunção;Normal;;
jyvaguy;axila, sobaco;Substantivo;Normal;;
jyvanga;codo;Substantivo;Normal;;
jyvaʼapĩ;manco;Adjetivo;Normal;;
jyvaʼỹ;manco;Adjetivo;Normal;;
jyvyka;revolver la tierra;Verbo;Normal;;
jái;abierto;Adjetivo;Normal;;
jápa;añadidura;Substantivo;Normal;;
jára;patrón;Substantivo;Normal;;
jégua;yegua;Substantivo;Normal;;
júi;arco iris;Substantivo;Normal;;
júnta;par;Substantivo;Normal;;
ka'aguygua;montaraz, del monte;Adjetivo;Normal;;
ka'aguyrerekua;guardabosque;Substantivo;Normal;;
ka'ajarýi;ninfa del bosque;Substantivo;Normal;;
ka'api;carpir;Verbo;Normal;;
ka'apiha;azada, carpidor;Substantivo;Normal;;
ka'aru;tarde;Substantivo;Normal;;
ka'aru pytũ;crepúsculo, anochecer;Substantivo;Normal;;
ka'arẽ;planta medicinal;Substantivo;Normal;;
ka'aty;yerbal;Substantivo;Normal;;
ka'avo;verdura, planta espinosa, vegetal;Substantivo;Normal;;
ka'avotyre'ỹ;planta parásita;Substantivo;Normal;;
ka'ay;mate;Substantivo;Normal;;
ka'ay he'ẽ;mate dulce;Substantivo;Normal;;
ka'ay kamby;mate con leche;Substantivo;Normal;;
ka'aykue;yerba usada;Substantivo;Normal;;
ka'ayro;mate amargo;Substantivo;Normal;;
ka'i;mono, enclenque, macaco;Substantivo;Normal;;
ka'u;borrachera, borracho;Substantivo;Normal;;
ka'urapo;borrachín;Substantivo;Normal;;
ka'ípe;gratis, sin pagar;Advérbio / Preposição / Conjunção;Normal;;
ka'ẽ;asado;Substantivo;Normal;;
kacha;tambalearse;Verbo;Normal;;
kachape;pequeño;Adjetivo;Normal;;
kachivéo;bote;Substantivo;Normal;;
kachiãi;vulgar;Adjetivo;Normal;;
kachiãireko;vulgar;Adjetivo;Normal;;
kagua;vaso;Substantivo;Normal;;
kaguai;reprochar;Verbo;Normal;;
kaguaka;botella;Substantivo;Normal;;
kaguare;perezoso;Substantivo;Normal;;
kaguy;vino;Substantivo;Normal;;
kaguy renda;bodega;Substantivo;Normal;;
kahõ;cajón;Substantivo;Normal;;
kaigue;aburrido;Adjetivo;Normal;;
kaka;defecar;Verbo;Normal;;
kakuaa;crecer;Verbo;Normal;;
kakuaagua;adulto;Adjetivo;Normal;;
kakuaave;mayor;Adjetivo;Normal;;
kakuaáva;desarrollado;Adjetivo;Normal;;
kaligu;muerto;Adjetivo;Normal;;
